DBID,CUIs
DB08472,C0233794
DB08472,C0232943
DB08472,C0236075
DB08472,C0025323
DB08472,C0004936
DB08472,C0856054
DB08472,C0025874
DB08472,C0149931
DB08472,C0085633
DB08472,C0026650
DB08472,C0231530
DB08472,C0948594
DB08472,C0948525
DB08472,C0026961
DB08472,C0027066
DB08472,C0027121
DB08472,C0027497
DB08472,C0007859
DB08472,C0151626
DB08472,C0027540
DB08472,C0027651
DB08472,C0392525
DB08472,C0027813
DB08472,C0027849
DB08472,C0031117
DB08472,C1320474
DB08472,C0028643
DB08472,C0085637
DB08472,C0085649
DB08472,C0151970
DB08472,C0155789
DB08472,C0014868
DB08472,C0028960
DB08472,C0028961
DB08472,C0029134
DB08472,C0029191
DB08472,C0020651
DB08472,C0029445
DB08472,C0029928
DB08472,C0029944
DB08472,C0030193
DB08472,C0236000
DB08472,C0030232
DB08472,C0030252
DB08472,C0030305
DB08472,C0030312
DB08472,C0086769
DB08472,C0521591
DB08472,C0522224
DB08472,C0151836
DB08472,C0030794
DB08472,C0030920
DB08472,C0085096
DB08472,C0031256
DB08472,C0031542
DB08472,C0032326
DB08472,C0042023
DB08472,C0032961
DB08472,C0033774
DB08472,C0034063
DB08472,C0034150
DB08472,C0034186
DB08472,C0423791
DB08472,C0267596
DB08472,C0151632
DB08472,C0035078
DB08472,C0035317
DB08472,C0003873
DB08472,C0037036
DB08472,C0036130
DB08472,C0522178
DB08472,C0036830
DB08472,C0549622
DB08472,C0036974
DB08472,C0037199
DB08472,C0037274
DB08472,C0151717
DB08472,C0037299
DB08472,C2830004
DB08472,C0038325
DB08472,C0038362
DB08472,C0038450
DB08472,C0424000
DB08472,C0038661
DB08472,C0038663
DB08472,C0038990
DB08472,C0700590
DB08472,C0024141
DB08472,C0039231
DB08472,C0686347
DB08472,C0233494
DB08472,C0232910
DB08472,C0233632
DB08472,C0857305
DB08472,C0836924
DB08472,C0040046
DB08472,C0040053
DB08472,C0151610
DB08472,C0494475
DB08472,C0040479
DB08472,C0040822
DB08472,C0333291
DB08472,C0178298
DB08472,C0151830
DB08472,C0041976
DB08472,C0042024
DB08472,C0080274
DB08472,C0042029
DB08472,C0231365
DB08472,C0042109
DB08472,C0042134
DB08472,C0042133
DB08472,C0404521
DB08472,C0042267
DB08472,C0042376
DB08472,C1368065
DB08472,C0042384
DB08472,C0085612
DB08472,C0151636
DB08472,C0042510
DB08472,C0042514
DB08472,C0042571
DB08472,C0151883
DB08472,C0043096
DB08472,C0043387
DB08544,C0000737
DB08544,C0234458
DB08544,C0156543
DB08544,C0152198
DB08544,C0702166
DB08544,C0000727
DB08544,C0948089
DB08544,C1963951
DB08544,C0233472
DB08544,C0001925
DB08544,C0151474
DB08544,C0002170
DB08544,C0002390
DB08544,C0002418
DB08544,C0002453
DB08544,C0002871
DB08544,C0002792
DB08544,C0340865
DB08544,C0002994
DB08544,C0234022
DB08544,C0233523
DB08544,C0003431
DB08544,C0085632
DB08544,C0038363
DB08544,C0002874
DB08544,C0003578
DB08544,C0003811
DB08544,C0003862
DB08544,C0022408
DB08544,C0233528
DB08544,C0004093
DB08544,C0004096
DB08544,C0004134
DB08544,C0004144
DB08544,C0004238
DB08544,C0004245
DB08544,C1263846
DB08544,C0004509
DB08544,C0575090
DB08544,C0151824
DB08544,C0232849
DB08544,C0852911
DB08544,C0018939
DB08544,C0151539
DB08544,C2732728
DB08544,C0020672
DB08544,C0015967
DB08544,C0151825
DB08544,C0428977
DB08544,C0006145
DB08544,C2225524
DB08544,C0006147
DB08544,C0006277
DB08544,C0006266
DB08544,C0006325
DB08544,C0006444
DB08544,C0151559
DB08544,C0006625
DB08544,C0022650
DB08544,C0006840
DB08544,C0858970
DB08544,C0018802
DB08544,C0876994
DB08544,C0007780
DB08544,C0235198
DB08544,C0038454
DB08544,C0008031
DB08544,C0085593
DB08544,C0008325
DB08544,C0008350
DB08544,C0009421
DB08544,C0009676
DB08544,C0009763
DB08544,C0009806
DB08544,C0520966
DB08544,C0151571
DB08544,C0151574
DB08544,C0232462
DB08544,C0011175
DB08544,C0278080
DB08544,C0278079
DB08544,C0549249
DB08544,C0086132
DB08544,C0011603
DB08544,C0011606
DB08544,C0011849
DB08544,C0011991
DB08544,C0012569
DB08544,C0234215
DB08544,C0012797
DB08544,C0012813
DB08544,C0687133
DB08544,C0013220
DB08544,C0314719
DB08544,C0043352
DB08544,C0013295
DB08544,C0013390
DB08544,C1384606
DB08544,C0013456
DB08544,C0013491
DB08544,C0013595
DB08544,C0151611
DB08544,C0392025
DB08544,C0014335
DB08544,C0014457
DB08544,C1527407
DB08544,C0014591
DB08544,C0014742
DB08544,C0014743
DB08544,C0235146
DB08544,C0015300
DB08544,C0340464
DB08544,C0151827
DB08544,C0542571
DB08544,C0015732
DB08544,C0015672
DB08544,C1443060
DB08544,C0549209
DB08544,C1112442
DB08544,C0233471
DB08544,C0016204
DB08544,C0268000
DB08544,C0085684
DB08544,C0011630
DB08544,C0038358
DB08544,C0341164
DB08544,C0017152
DB08544,C0017178
DB08544,C0017181
DB08544,C0151603
DB08544,C0854381
DB08544,C0017574
DB08544,C0017601
DB08544,C0017979
DB08544,C0018021
DB08544,C0018099
DB08544,C0014549
DB08544,C0018418
DB08544,C0018926
DB08544,C0018932
DB08544,C0018944
DB08544,C0018965
DB08544,C0518015
DB08544,C0019079
DB08544,C0018524
DB08544,C0018681
DB08544,C2711227
DB08544,C0019158
DB08544,C0151763
DB08544,C0019521
DB08544,C0019572
DB08544,C0020039
DB08544,C0600142
DB08544,C0020255
DB08544,C0034880
DB08544,C0020453
DB08544,C0020456
DB08544,C0424295
DB08544,C0020473
DB08544,C0020507
DB08544,C0151889
DB08544,C0020517
DB08544,C0020538
DB08544,C0026826
DB08544,C0740394
DB08544,C0020578
DB08544,C0020580
DB08544,C0002884
DB08544,C0020615
DB08544,C0241934
DB08544,C0020649
DB08544,C0413252
DB08544,C0242184
DB08544,C0020701
DB08544,C2047937
DB08544,C0021141
DB08544,C0232461
DB08544,C0917801
DB08544,C0162316
DB08544,C0022107
DB08544,C0022354
DB08544,C2973529
DB08544,C0023518
DB08544,C0023530
DB08544,C0023533
DB08544,C0220870
DB08544,C0151765
DB08544,C0160390
DB08544,C0041657
DB08544,C0497156
DB08544,C0024236
DB08544,C0231218
DB08544,C0162429
DB08544,C0338831
DB08544,C0151772
DB08544,C0233794
DB08544,C0232943
DB08544,C0236075
DB08544,C0025323
DB08544,C0004936
DB08544,C0856054
DB08544,C0025874
DB08544,C0149931
DB08544,C0085633
DB08544,C0026650
DB08544,C0231530
DB08544,C0948594
DB08544,C0948525
DB08544,C0026961
DB08544,C0027066
DB08544,C0027121
DB08544,C0027497
DB08544,C0007859
DB08544,C0151626
DB08544,C0027540
DB08544,C0027651
DB08544,C0392525
DB08544,C0027813
DB08544,C0027849
DB08544,C0031117
DB08544,C1320474
DB08544,C0028643
DB08544,C0085637
DB08544,C0085649
DB08544,C0151970
DB08544,C0155789
DB08544,C0014868
DB08544,C0028960
DB08544,C0028961
DB08544,C0029134
DB08544,C0029191
DB08544,C0020651
DB08544,C0029445
DB08544,C0029928
DB08544,C0029944
DB08544,C0030193
DB08544,C0236000
DB08544,C0030232
DB08544,C0030252
DB08544,C0030305
DB08544,C0030312
DB08544,C0086769
DB08544,C0521591
DB08544,C0522224
DB08544,C0151836
DB08544,C0030794
DB08544,C0030920
DB08544,C0085096
DB08544,C0031256
DB08544,C0031542
DB08544,C0032326
DB08544,C0042023
DB08544,C0032961
DB08544,C0033774
DB08544,C0034063
DB08544,C0034150
DB08544,C0034186
DB08544,C0423791
DB08544,C0267596
DB08544,C0151632
DB08544,C0035078
DB08544,C0035317
DB08544,C0003873
DB08544,C0037036
DB08544,C0036130
DB08544,C0522178
DB08544,C0036830
DB08544,C0549622
DB08544,C0036974
DB08544,C0037199
DB08544,C0037274
DB08544,C0151717
DB08544,C0037299
DB08544,C2830004
DB08544,C0038325
DB08544,C0038362
DB08544,C0038450
DB08544,C0424000
DB08544,C0038661
DB08544,C0038663
DB08544,C0038990
DB08544,C0700590
DB08544,C0024141
DB08544,C0039231
DB08544,C0686347
DB08544,C0233494
DB08544,C0232910
DB08544,C0233632
DB08544,C0857305
DB08544,C0836924
DB08544,C0040046
DB08544,C0040053
DB08544,C0151610
DB08544,C0494475
DB08544,C0040479
DB08544,C0040822
DB08544,C0333291
DB08544,C0178298
DB08544,C0151830
DB08544,C0041976
DB08544,C0042024
DB08544,C0080274
DB08544,C0042029
DB08544,C0231365
DB08544,C0042109
DB08544,C0042134
DB08544,C0042133
DB08544,C0404521
DB08544,C0042267
DB08544,C0042376
DB08544,C1368065
DB08544,C0042384
DB08544,C0085612
DB08544,C0151636
DB08544,C0042510
DB08544,C0042514
DB08544,C0042571
DB08544,C0151883
DB08544,C0043096
DB08544,C0043387
DB08607,C0000737
DB08607,C0002871
DB08607,C0004093
DB08607,C0015967
DB08607,C0018802
DB08607,C0232462
DB08607,C0234215
DB08607,C0015672
DB08607,C1443060
DB08607,C0019158
DB08607,C0020456
DB08607,C2047937
DB08607,C0438215
DB08607,C0041657
DB08607,C0231218
DB08607,C0027497
DB08607,C0013604
DB08607,C0036974
DB08607,C0085607
DB08607,C0232097
DB02692,C0000737
DB02692,C0232492
DB02692,C0948089
DB02692,C0002792
DB02692,C0003862
DB02692,C0015967
DB02692,C0677483
DB02692,C0011603
DB02692,C0011991
DB02692,C0017152
DB02692,C0017178
DB02692,C0017181
DB02692,C0018681
DB02692,C0424295
DB02692,C0020517
DB02692,C0851341
DB02692,C0022107
DB02692,C0549373
DB02692,C0162429
DB02692,C0025061
DB02692,C0948594
DB02692,C0027424
DB02692,C0027441
DB02692,C0027497
DB02692,C0085649
DB02692,C0858635
DB02692,C1260880
DB02692,C0037274
DB02692,C0038395
DB02692,C0153594
DB02692,C0178298
DB02692,C0042029
DB03151,C0863090
DB03151,C0002871
DB03151,C0026821
DB03151,C0013390
DB03151,C1384606
DB03151,C0032987
DB03151,C0518015
DB03151,C0023533
DB03151,C0025874
DB03151,C0030193
DB03151,C0030790
DB03151,C0032961
DB03151,C0042109
DB03151,C0404521
DB03151,C0042267
DB02032,C0000737
DB02032,C0001122
DB02032,C0001824
DB02032,C0002170
DB02032,C0002871
DB02032,C0002792
DB02032,C0340865
DB02032,C0002994
DB02032,C0151480
DB02032,C0003460
DB02032,C0038363
DB02032,C0003862
DB02032,C0004093
DB02032,C0004134
DB02032,C0015967
DB02032,C0006266
DB02032,C0038454
DB02032,C0008031
DB02032,C0008370
DB02032,C0009676
DB02032,C0009806
DB02032,C0232462
DB02032,C0011603
DB02032,C0011606
DB02032,C0011849
DB02032,C0241863
DB02032,C0011991
DB02032,C0234215
DB02032,C0687133
DB02032,C0314719
DB02032,C0043352
DB02032,C0014457
DB02032,C0014742
DB02032,C0015672
DB02032,C1443060
DB02032,C0018418
DB02032,C0018524
DB02032,C0018681
DB02032,C0019158
DB02032,C0151763
DB02032,C0857122
DB02032,C0020649
DB02032,C0857353
DB02032,C0546884
DB02032,C2047937
DB02032,C0917801
DB02032,C0022354
DB02032,C0160390
DB02032,C0041657
DB02032,C2981158
DB02032,C0497156
DB02032,C0231218
DB02032,C0025958
DB02032,C0015934
DB02032,C0009917
DB02032,C0948594
DB02032,C0027497
DB02032,C0027540
DB02032,C0027726
DB02032,C0079924
DB02032,C0028961
DB02032,C0020651
DB02032,C0030232
DB02032,C0030252
DB02032,C0030305
DB02032,C0030312
DB02032,C0030807
DB02032,C0030920
DB02032,C0857172
DB02032,C0349506
DB02032,C0042023
DB02032,C0032961
DB02032,C0033687
DB02032,C0033774
DB02032,C0034068
DB02032,C0034642
DB02032,C0151632
DB02032,C0035078
DB02032,C0020545
DB02032,C0036830
DB02032,C0036974
DB02032,C2830004
DB02032,C0038325
DB02032,C0038362
DB02032,C0039231
DB02032,C0233494
DB02032,C0041582
DB02032,C0042384
DB02032,C0344232
DB02032,C0043096
DB03322,C0000729
DB03322,C0000737
DB03322,C0234458
DB03322,C0234238
DB03322,C0233472
DB03322,C0001824
DB03322,C0002170
DB03322,C0002792
DB03322,C0340865
DB03322,C0003834
DB03322,C0004093
DB03322,C0004245
DB03322,C0015967
DB03322,C0428977
DB03322,C0006271
DB03322,C0006277
DB03322,C0006266
DB03322,C0018799
DB03322,C0018802
DB03322,C0007398
DB03322,C0007682
DB03322,C0162529
DB03322,C0009806
DB03322,C0232462
DB03322,C0011603
DB03322,C0011606
DB03322,C0011991
DB03322,C0233407
DB03322,C0314719
DB03322,C0221490
DB03322,C0041834
DB03322,C0014742
DB03322,C0015672
DB03322,C0234192
DB03322,C0017178
DB03322,C0018524
DB03322,C0020517
DB03322,C0020615
DB03322,C0877056
DB03322,C0851341
DB03322,C0917801
DB03322,C0022107
DB03322,C0023066
DB03322,C0086525
DB03322,C0220870
DB03322,C0149725
DB03322,C0004936
DB03322,C0085633
DB03322,C0027125
DB03322,C0027497
DB03322,C2363730
DB03322,C0030193
DB03322,C0239836
DB03322,C1704436
DB03322,C0034150
DB03322,C0034735
DB03322,C0035243
DB03322,C0701811
DB03322,C0037274
DB03322,C0037299
DB03322,C2830004
DB03322,C0038325
DB03322,C0024141
DB03322,C0242429
DB03322,C0857305
DB03322,C0178298
DB03322,C0042109
DB03322,C1368065
DB03322,C0042571
DB03322,C0547030
DB03322,C0344320
DB07701,C1291077
DB07701,C0000737
DB07701,C0232492
DB07701,C0234458
DB07701,C0948089
DB07701,C0233472
DB07701,C0001925
DB07701,C0002170
DB07701,C0002871
DB07701,C2004521
DB07701,C0085632
DB07701,C0003537
DB07701,C0003811
DB07701,C0003860
DB07701,C0003862
DB07701,C0022408
DB07701,C0151904
DB07701,C0004093
DB07701,C0004096
DB07701,C0004134
DB07701,C0004144
DB07701,C0004238
DB07701,C0004245
DB07701,C0232849
DB07701,C0852911
DB07701,C0151539
DB07701,C0015967
DB07701,C0428977
DB07701,C0006277
DB07701,C0006625
DB07701,C0018801
DB07701,C0018802
DB07701,C0018800
DB07701,C0007642
DB07701,C0007785
DB07701,C0038454
DB07701,C0008031
DB07701,C0085593
DB07701,C0008325
DB07701,C0008350
DB07701,C0009443
DB07701,C0009676
DB07701,C0009760
DB07701,C0009763
DB07701,C0009806
DB07701,C0026821
DB07701,C0151578
DB07701,C0010399
DB07701,C0010709
DB07701,C0232462
DB07701,C0149871
DB07701,C0041782
DB07701,C0011175
DB07701,C0011603
DB07701,C0011849
DB07701,C0011991
DB07701,C0234215
DB07701,C0012813
DB07701,C0314719
DB07701,C0043352
DB07701,C0013295
DB07701,C0235283
DB07701,C0013447
DB07701,C0013456
DB07701,C0013491
DB07701,C0013595
DB07701,C0522055
DB07701,C0014457
DB07701,C0221490
DB07701,C0232493
DB07701,C0014591
DB07701,C0041834
DB07701,C0221395
DB07701,C0235146
DB07701,C0015256
DB07701,C0235266
DB07701,C0542571
DB07701,C0015732
DB07701,C0015644
DB07701,C0015672
DB07701,C1443060
DB07701,C0234192
DB07701,C0178421
DB07701,C1305875
DB07701,C0233471
DB07701,C0016204
DB07701,C0016658
DB07701,C0026946
DB07701,C0011630
DB07701,C0038358
DB07701,C0017152
DB07701,C0017178
DB07701,C0017181
DB07701,C0017574
DB07701,C0017601
DB07701,C0017979
DB07701,C0018021
DB07701,C0018099
DB07701,C0014549
DB07701,C0018965
DB07701,C0518015
DB07701,C0151699
DB07701,C0019112
DB07701,C0018524
DB07701,C0235004
DB07701,C0018681
DB07701,C0856864
DB07701,C0019158
DB07701,C0019270
DB07701,C0019345
DB07701,C0019572
DB07701,C0020039
DB07701,C0600142
DB07701,C0020456
DB07701,C0870082
DB07701,C0020473
DB07701,C0020517
DB07701,C0020538
DB07701,C0026826
DB07701,C0020578
DB07701,C0020580
DB07701,C0020615
DB07701,C0086439
DB07701,C0020639
DB07701,C0020649
DB07701,C2047937
DB07701,C0232461
DB07701,C0241379
DB07701,C0851341
DB07701,C0917801
DB07701,C0162316
DB07701,C0022107
DB07701,C0022904
DB07701,C0023518
DB07701,C0041657
DB07701,C0231218
DB07701,C0162429
DB07701,C0025193
DB07701,C0236075
DB07701,C0004936
DB07701,C0025874
DB07701,C0085633
DB07701,C0026603
DB07701,C0235086
DB07701,C0948594
DB07701,C0027441
DB07701,C0027497
DB07701,C0027849
DB07701,C0028643
DB07701,C0028738
DB07701,C0013604
DB07701,C0085649
DB07701,C0014868
DB07701,C0341012
DB07701,C2363730
DB07701,C0020651
DB07701,C0029878
DB07701,C0029882
DB07701,C0030193
DB07701,C0030305
DB07701,C0018772
DB07701,C0031099
DB07701,C0085096
DB07701,C0233569
DB07701,C0032326
DB07701,C0042023
DB07701,C0085602
DB07701,C0033774
DB07701,C0034186
DB07701,C0267596
DB07701,C0035078
DB07701,C0035317
DB07701,C0037036
DB07701,C0243026
DB07701,C0036974
DB07701,C0558401
DB07701,C0037299
DB07701,C0037315
DB07701,C0037384
DB07701,C2830004
DB07701,C0542224
DB07701,C0033036
DB07701,C0039240
DB07701,C0038990
DB07701,C0700590
DB07701,C0233494
DB07701,C0242429
DB07701,C0836924
DB07701,C0151610
DB07701,C0518988
DB07701,C0040460
DB07701,C0007787
DB07701,C0040822
DB07701,C0235309
DB07701,C0041969
DB07701,C0042024
DB07701,C0080274
DB07701,C0042075
DB07701,C0042029
DB07701,C0042109
DB07701,C0404521
DB07701,C0042267
DB07701,C0042401
DB07701,C0151636
DB07701,C0042571
DB07701,C0151883
DB07701,C0344232
DB07701,C0043096
DB07701,C0043144
DB07701,C0235117
DB07705,C0041834
DB07705,C0030193
DB07705,C0033774
DB07705,C0677500
DB03125,C0000737
DB03125,C0001824
DB03125,C0002888
DB03125,C0002792
DB03125,C0002994
DB03125,C0002874
DB03125,C0003862
DB03125,C0004134
DB03125,C0015967
DB03125,C0009676
DB03125,C0009782
DB03125,C0009806
DB03125,C0232462
DB03125,C0011603
DB03125,C0011606
DB03125,C0011991
DB03125,C1320835
DB03125,C0014457
DB03125,C0151788
DB03125,C0221490
DB03125,C0014591
DB03125,C0302295
DB03125,C0041834
DB03125,C0014742
DB03125,C0015397
DB03125,C1443060
DB03125,C0017178
DB03125,C0018965
DB03125,C0018524
DB03125,C0018681
DB03125,C0034152
DB03125,C0235996
DB03125,C0020517
DB03125,C0020615
DB03125,C0021053
DB03125,C0851341
DB03125,C0917801
DB03125,C0022354
DB03125,C2973529
DB03125,C0023530
DB03125,C0041657
DB03125,C0162429
DB03125,C0025061
DB03125,C0004936
DB03125,C0948594
DB03125,C0027497
DB03125,C0027813
DB03125,C0031117
DB03125,C0030305
DB03125,C0030312
DB03125,C0349506
DB03125,C0031036
DB03125,C0033774
DB03125,C1257843
DB03125,C0034150
DB03125,C0035078
DB03125,C0036830
DB03125,C0036974
DB03125,C0037274
DB03125,C0038325
DB03125,C0038362
DB03125,C0024141
DB03125,C0040822
DB03125,C0178298
DB03125,C0041969
DB03125,C0042075
DB03125,C0042109
DB03125,C1368065
DB03125,C0042571
DB03125,C0043144
DB06987,C0234458
DB06987,C0234238
DB06987,C0233472
DB06987,C0001824
DB06987,C0002170
DB06987,C0003811
DB06987,C0151904
DB06987,C0004093
DB06987,C0004134
DB06987,C0004238
DB06987,C0004239
DB06987,C0004245
DB06987,C0015967
DB06987,C0428977
DB06987,C0006266
DB06987,C0018801
DB06987,C0018802
DB06987,C0018816
DB06987,C0036980
DB06987,C0018800
DB06987,C0007398
DB06987,C0008031
DB06987,C0008370
DB06987,C0008372
DB06987,C0162529
DB06987,C0009676
DB06987,C0009806
DB06987,C0232462
DB06987,C0011603
DB06987,C0011606
DB06987,C0011991
DB06987,C0232459
DB06987,C0234215
DB06987,C0233407
DB06987,C0314719
DB06987,C0043352
DB06987,C0014591
DB06987,C0015672
DB06987,C1443060
DB06987,C0017178
DB06987,C0018524
DB06987,C0018681
DB06987,C0235996
DB06987,C0600142
DB06987,C0020649
DB06987,C2047937
DB06987,C0021308
DB06987,C0917801
DB06987,C0021775
DB06987,C0023066
DB06987,C0023222
DB06987,C0220870
DB06987,C0041657
DB06987,C0231218
DB06987,C0236075
DB06987,C0085633
DB06987,C0027424
DB06987,C0027497
DB06987,C0013604
DB06987,C2363730
DB06987,C0020651
DB06987,C0030193
DB06987,C0030196
DB06987,C0030252
DB06987,C0033774
DB06987,C0235763
DB06987,C0034063
DB06987,C0034150
DB06987,C2004489
DB06987,C0035078
DB06987,C0036974
DB06987,C0701811
DB06987,C0037052
DB06987,C0541782
DB06987,C2830004
DB06987,C0039240
DB06987,C0038990
DB06987,C0024141
DB06987,C0221155
DB06987,C0039231
DB06987,C0233494
DB06987,C0242429
DB06987,C0857305
DB06987,C1368065
DB06987,C0018818
DB06987,C0042514
DB06987,C0042571
DB06987,C0344232
DB06987,C0547030
DB06987,C0344320
DB06987,C0043144
DB04084,C0011603
DB04084,C0020456
DB04084,C0020517
DB04084,C0020649
DB04084,C0013604
DB04084,C0033774
DB04483,C0011603
DB04483,C0020456
DB04483,C0020517
DB04483,C0020649
DB04483,C0013604
DB04483,C0033774
DB04282,C0011603
DB04282,C0020456
DB04282,C0020517
DB04282,C0020649
DB04282,C0013604
DB04282,C0033774
DB02228,C0011603
DB02228,C0020456
DB02228,C0020517
DB02228,C0020649
DB02228,C0013604
DB02228,C0033774
DB04441,C0000737
DB04441,C1096116
DB04441,C0948089
DB04441,C0023467
DB04441,C0035222
DB04441,C0002170
DB04441,C0002390
DB04441,C0002871
DB04441,C0002792
DB04441,C0003811
DB04441,C0003862
DB04441,C0004093
DB04441,C0242584
DB04441,C0456909
DB04441,C0015967
DB04441,C0006277
DB04441,C0018801
DB04441,C0018802
DB04441,C0007760
DB04441,C0038454
DB04441,C0008031
DB04441,C0085593
DB04441,C0008350
DB04441,C0009421
DB04441,C0009676
DB04441,C0009806
DB04441,C0151579
DB04441,C0085692
DB04441,C0010828
DB04441,C0232462
DB04441,C0149871
DB04441,C0011175
DB04441,C0011603
