DBID,CUIs
DB01083,C0019112
DB01083,C0018681
DB01083,C0019158
DB01083,C0020517
DB01083,C0020615
DB01083,C2047937
DB01083,C0021053
DB01083,C0232461
DB01083,C0851341
DB01083,C0021564
DB01083,C0917801
DB01083,C0149725
DB01083,C0231218
DB01083,C0162429
DB01083,C0025061
DB01083,C0236075
DB01083,C0004936
DB01083,C0948594
DB01083,C0027339
DB01083,C0027497
DB01083,C0027651
DB01083,C0031117
DB01083,C0013604
DB01083,C0085649
DB01083,C0546956
DB01083,C0029877
DB01083,C0030193
DB01083,C0030252
DB01083,C0030305
DB01083,C0033774
DB01083,C0033777
DB01083,C0267596
DB01083,C0035078
DB01083,C0037199
DB01083,C0037274
DB01083,C0700590
DB01083,C0235290
DB01083,C0040435
DB01083,C0178298
DB01083,C0235309
DB01083,C0041969
DB01083,C0042075
DB01083,C0042029
DB01083,C0042109
DB01083,C0404521
DB01083,C0042267
DB01083,C0235522
DB01083,C0042571
DB01083,C0344232
DB01083,C0043345
DB01173,C0002792
DB01173,C0002874
DB01173,C0004093
DB01173,C0009676
DB01173,C0009806
DB01173,C1443060
DB01173,C0018524
DB01173,C0018681
DB01173,C0020517
DB01173,C0026961
DB01173,C0027497
DB01173,C0030252
DB01173,C0033774
DB01173,C0037274
DB01173,C2830004
DB01173,C0039231
DB01173,C0233494
DB01173,C0040822
DB01173,C0152032
DB01173,C0042109
DB01173,C0344232
DB00198,C0000737
DB00198,C0232492
DB00198,C0234238
DB00198,C0002871
DB00198,C0002792
DB00198,C0340865
DB00198,C0002994
DB00198,C0003811
DB00198,C0003862
DB00198,C0004093
DB00198,C0004096
DB00198,C0018939
DB00198,C0020672
DB00198,C0015967
DB00198,C0005940
DB00198,C0006277
DB00198,C0018799
DB00198,C0009676
DB00198,C0009763
DB00198,C0011603
DB00198,C0011974
DB00198,C0011849
DB00198,C0011991
DB00198,C0013390
DB00198,C0013447
DB00198,C0013456
DB00198,C0013595
DB00198,C0014591
DB00198,C0014742
DB00198,C0423006
DB00198,C0015397
DB00198,C0151827
DB00198,C0235267
DB00198,C0542571
DB00198,C0015672
DB00198,C1443060
DB00198,C0239571
DB00198,C0017178
DB00198,C0017181
DB00198,C0018524
DB00198,C0018681
DB00198,C0151565
DB00198,C0235996
DB00198,C0019158
DB00198,C0151763
DB00198,C0235378
DB00198,C0020162
DB00198,C0020517
DB00198,C0413252
DB00198,C0021053
DB00198,C0021051
DB00198,C0851341
DB00198,C0917801
DB00198,C0023895
DB00198,C0497156
DB00198,C0025061
DB00198,C0004936
DB00198,C0948594
DB00198,C0027424
DB00198,C0027441
DB00198,C0027497
DB00198,C0155169
DB00198,C2363730
DB00198,C0029882
DB00198,C0030193
DB00198,C0030196
DB00198,C1257843
DB00198,C1260880
DB00198,C0037199
DB00198,C0037274
DB00198,C0038325
DB00198,C0038999
DB00198,C0242429
DB00198,C0041825
DB00198,C0178298
DB00198,C0042109
DB00198,C0042571
DB00198,C0547030
DB04938,C0042373
DB04938,C0006145
DB04938,C0009782
DB04938,C0149871
DB04938,C1112274
DB04938,C0553692
DB04938,C0600142
DB04938,C0236075
DB04938,C0037274
DB04938,C0178298
DB00713,C0000737
DB00713,C0001824
DB00713,C0002792
DB00713,C0002994
DB00713,C0003862
DB00713,C0151904
DB00713,C0015967
DB00713,C0006266
DB00713,C0011603
DB00713,C0011991
DB00713,C0234215
DB00713,C0014457
DB00713,C1443060
DB00713,C0017178
DB00713,C2697368
DB00713,C0018965
DB00713,C0235378
DB00713,C0020517
DB00713,C0020649
DB00713,C2047937
DB00713,C0023066
DB00713,C0231218
DB00713,C0948594
DB00713,C0027497
DB00713,C0030312
DB00713,C0033687
DB00713,C0033774
DB00713,C1257843
DB00713,C1325847
DB00713,C0036830
DB00713,C0036974
DB00713,C0038362
DB00713,C0040414
DB00713,C0042109
DB00621,C0702166
DB00621,C0162311
DB00621,C0004509
DB00621,C0085129
DB00621,C0740304
DB00621,C0151578
DB00621,C0268000
DB00621,C0018418
DB00621,C0518015
DB00621,C0019572
DB00621,C0917801
DB00621,C0022107
DB00621,C0022354
DB00621,C0027540
DB00621,C0027651
DB00621,C0013604
DB00621,C0028960
DB00621,C0156312
DB00991,C0000737
DB00991,C0232492
DB00991,C0948089
DB00991,C0149937
DB00991,C0001824
DB00991,C0002170
DB00991,C0002871
DB00991,C0002792
DB00991,C0340865
DB00991,C0002994
DB00991,C0002874
DB00991,C0003811
DB00991,C0004093
DB00991,C0004096
DB00991,C0232849
DB00991,C0015967
DB00991,C0018802
DB00991,C0009421
DB00991,C0009676
DB00991,C0009763
DB00991,C0009806
DB00991,C0232462
DB00991,C0011603
DB00991,C0011606
DB00991,C0011991
DB00991,C0234215
DB00991,C0012797
DB00991,C0013182
DB00991,C0043352
DB00991,C0013491
DB00991,C0014457
DB00991,C0232493
DB00991,C0014742
DB00991,C1443060
DB00991,C0016204
DB00991,C0017152
DB00991,C0017181
DB00991,C0018926
DB00991,C0018965
DB00991,C0518015
DB00991,C0018524
DB00991,C0018681
DB00991,C0018834
DB00991,C0235996
DB00991,C0019158
DB00991,C0020456
DB00991,C0020538
DB00991,C0020649
DB00991,C2047937
DB00991,C0917801
DB00991,C0151746
DB00991,C0023530
DB00991,C0041657
DB00991,C0876973
DB00991,C0497156
DB00991,C0231218
DB00991,C0027497
DB00991,C0027726
DB00991,C0013604
DB00991,C0014868
DB00991,C0028961
DB00991,C0030252
DB00991,C0030305
DB00991,C0030312
DB00991,C0030920
DB00991,C0349506
DB00991,C0033687
DB00991,C0033774
DB00991,C0521616
DB00991,C0034150
DB00991,C0267596
DB00991,C0035078
DB00991,C0235063
DB00991,C0243026
DB00991,C0036830
DB00991,C0036974
DB00991,C0037199
DB00991,C2830004
DB00991,C0038325
DB00991,C0038362
DB00991,C0700590
DB00991,C0039231
DB00991,C0233494
DB00991,C0040822
DB00991,C0041582
DB00991,C0042109
DB00991,C1368065
DB00991,C0042384
DB00991,C0042571
DB00991,C0344232
DB00842,C0000737
DB00842,C0001824
DB00842,C0004134
DB00842,C0018939
DB00842,C0015967
DB00842,C0549249
DB00842,C0011603
DB00842,C0012569
DB00842,C0233407
DB00842,C0235146
DB00842,C0233571
DB00842,C0018524
DB00842,C0018681
DB00842,C0020517
DB00842,C0020649
DB00842,C0021167
DB00842,C0023530
DB00842,C0041657
DB00842,C0233794
DB00842,C0027497
DB00842,C0013604
DB00842,C0036974
DB00842,C2830004
DB00842,C0040822
DB00842,C0042571
DB00842,C0344232
DB00776,C0863129
DB00776,C0000737
DB00776,C0232492
DB00776,C0152198
DB00776,C0702166
DB00776,C0877055
DB00776,C0233472
DB00776,C0001824
DB00776,C0002170
DB00776,C0150450
DB00776,C0002792
DB00776,C0002994
DB00776,C0042373
DB00776,C0085632
DB00776,C0003537
DB00776,C0002874
DB00776,C0003811
DB00776,C0003862
DB00776,C0004093
DB00776,C0004096
DB00776,C0004134
DB00776,C0004245
DB00776,C0236018
DB00776,C0575090
DB00776,C0151824
DB00776,C0852911
DB00776,C0015967
DB00776,C0005940
DB00776,C0428977
DB00776,C0006277
DB00776,C0006266
DB00776,C0022650
DB00776,C0018799
DB00776,C0018801
DB00776,C0007760
DB00776,C0235198
DB00776,C0008031
DB00776,C0085593
DB00776,C0008350
DB00776,C0009676
DB00776,C0009760
DB00776,C0009806
DB00776,C0520966
DB00776,C0232462
DB00776,C0549249
DB00776,C0011603
DB00776,C0011991
DB00776,C0012569
DB00776,C0234215
DB00776,C0042790
DB00776,C0277585
DB00776,C0043352
DB00776,C0013295
DB00776,C0013390
DB00776,C0234162
DB00776,C1527344
DB00776,C0699744
DB00776,C0013456
DB00776,C0013595
DB00776,C0151611
DB00776,C0014335
DB00776,C0014457
DB00776,C0014591
DB00776,C0014742
DB00776,C0235146
DB00776,C0015397
DB00776,C0743680
DB00776,C0239521
DB00776,C0015672
DB00776,C1443060
DB00776,C0522172
DB00776,C0233471
DB00776,C0016204
DB00776,C0268000
DB00776,C0016412
DB00776,C0016658
DB00776,C0151662
DB00776,C0038358
DB00776,C0017152
DB00776,C0017178
DB00776,C0151603
DB00776,C0018926
DB00776,C0018932
DB00776,C0018965
DB00776,C0019112
DB00776,C0018681
DB00776,C0235996
DB00776,C0019158
DB00776,C0019521
DB00776,C0600142
DB00776,C0020456
DB00776,C0424295
DB00776,C0020507
DB00776,C0151889
DB00776,C0020517
DB00776,C0020538
DB00776,C0026826
DB00776,C0020580
DB00776,C0020615
DB00776,C0086439
DB00776,C0020649
DB00776,C0020701
DB00776,C2047937
DB00776,C0021053
DB00776,C0021099
DB00776,C0232461
DB00776,C0747256
DB00776,C0851341
DB00776,C0917801
DB00776,C0022107
DB00776,C0023066
DB00776,C0235886
DB00776,C0023222
DB00776,C0023530
DB00776,C0023533
DB00776,C0041657
DB00776,C0409974
DB00776,C0497156
DB00776,C0231218
DB00776,C0162429
DB00776,C0338831
DB00776,C0151772
DB00776,C0236075
DB00776,C0025323
DB00776,C0004936
DB00776,C0025874
DB00776,C0149931
DB00776,C0085633
DB00776,C0235086
DB00776,C0948594
DB00776,C0026961
DB00776,C0027441
DB00776,C0027497
DB00776,C0392525
DB00776,C0028738
DB00776,C0085637
DB00776,C0085649
DB00776,C0014868
DB00776,C0020651
DB00776,C0029453
DB00776,C0029878
DB00776,C0030193
DB00776,C0030196
DB00776,C0030252
DB00776,C0030305
DB00776,C0030312
DB00776,C0030319
DB00776,C0522224
DB00776,C0042023
DB00776,C0033687
DB00776,C0033774
DB00776,C0033777
DB00776,C0034063
DB00776,C0034150
DB00776,C0423791
DB00776,C0267596
DB00776,C0035078
DB00776,C0232602
DB00776,C0424790
DB00776,C0036974
DB00776,C0037199
DB00776,C0037274
DB00776,C2830004
DB00776,C0037822
DB00776,C0038045
DB00776,C0038325
DB00776,C0038362
DB00776,C0424000
DB00776,C0700590
DB00776,C0024141
DB00776,C0039231
DB00776,C0233494
DB00776,C0233632
DB00776,C0476414
DB00776,C0040460
DB00776,C0040822
DB00776,C0038367
DB00776,C0178298
DB00776,C0042029
DB00776,C0042109
DB00776,C0404521
DB00776,C0042267
DB00776,C1368065
DB00776,C0042571
DB00776,C0344232
DB00776,C0547030
DB00776,C0042900
DB00776,C0043096
DB00776,C0043349
DB00239,C0162820
DB00239,C0011603
DB00239,C0041834
DB00239,C0028259
DB00239,C0030193
DB00239,C0033774
DB00239,C0677500
DB01580,C0232488
DB01580,C0000737
DB01580,C0234458
DB01580,C0003862
DB01580,C0004093
DB01580,C0428977
DB01580,C0006266
DB01580,C0018801
DB01580,C0011991
DB01580,C0012569
DB01580,C0015672
DB01580,C0234192
DB01580,C0018681
DB01580,C0020517
DB01580,C0020615
DB01580,C0020649
DB01580,C0917801
DB01580,C0948594
DB01580,C0027497
DB01580,C0020651
DB01580,C0030252
DB01580,C0033774
DB01580,C0036341
DB01580,C0700590
DB01580,C0040997
DB01580,C0344320
DB01062,C0000737
DB01062,C0232492
DB01062,C0152198
DB01062,C0233472
DB01062,C0002418
DB01062,C0002792
DB01062,C0002994
DB01062,C0042373
DB01062,C0017605
DB01062,C0003811
DB01062,C0003862
DB01062,C0022408
DB01062,C0004093
DB01062,C0004096
DB01062,C0232849
DB01062,C0595877
DB01062,C0006145
DB01062,C0006277
DB01062,C0018799
DB01062,C0235710
DB01062,C0008031
DB01062,C0009676
DB01062,C0009763
DB01062,C0009782
DB01062,C0009806
DB01062,C0151578
DB01062,C0585186
DB01062,C0235238
DB01062,C0232462
DB01062,C0086132
DB01062,C0011603
DB01062,C0011991
DB01062,C0234215
DB01062,C0314719
DB01062,C0043352
DB01062,C0235234
DB01062,C1527344
DB01062,C0392025
DB01062,C0014591
DB01062,C0041834
DB01062,C0015397
DB01062,C0235266
DB01062,C0151827
DB01062,C0542571
DB01062,C0015672
DB01062,C1443060
DB01062,C0016204
DB01062,C0268000
DB01062,C0026946
DB01062,C0017178
DB01062,C0151603
DB01062,C0017601
DB01062,C0018965
DB01062,C0018500
DB01062,C0018524
DB01062,C0018681
DB01062,C0018843
DB01062,C0019521
DB01062,C0019825
DB01062,C0600142
DB01062,C0424295
DB01062,C0020517
DB01062,C0020538
DB01062,C0026826
DB01062,C0020580
DB01062,C0020649
DB01062,C2047937
DB01062,C0232461
DB01062,C0851341
DB01062,C0549356
DB01062,C0917801
DB01062,C0235857
DB01062,C0549373
DB01062,C0041657
DB01062,C0024115
DB01062,C0231218
DB01062,C0162429
DB01062,C0025061
DB01062,C0233794
DB01062,C0236075
DB01062,C0004936
DB01062,C0149931
DB01062,C0085633
DB01062,C0948594
DB01062,C0026961
DB01062,C0027339
DB01062,C0027424
DB01062,C0231919
DB01062,C0027441
DB01062,C0027497
DB01062,C0013604
DB01062,C0085649
DB01062,C0014868
DB01062,C0030193
DB01062,C0030196
DB01062,C0030252
DB01062,C0521591
DB01062,C0858635
DB01062,C0042023
DB01062,C0033774
DB01062,C0429774
DB01062,C0037036
DB01062,C0036974
DB01062,C0152029
DB01062,C0037195
DB01062,C0037199
DB01062,C0037274
DB01062,C2830004
DB01062,C0038362
DB01062,C0553721
DB01062,C0039231
DB01062,C0240327
DB01062,C0233494
DB01062,C0233632
DB01062,C0009144
DB01062,C0178298
DB01062,C0041969
DB01062,C0151830
DB01062,C0041976
DB01062,C0152032
DB01062,C0080274
DB01062,C0042075
DB01062,C0042029
DB01062,C0231365
DB01062,C0042109
DB01062,C0042401
DB01062,C0151883
DB01062,C0344232
DB00497,C0232488
DB00497,C0000729
DB00497,C0000737
DB00497,C0232492
DB00497,C0234458
DB00497,C0234238
DB00497,C0001403
DB00497,C0233472
DB00497,C0001973
DB00497,C0002418
DB00497,C0002453
DB00497,C0002871
DB00497,C0002792
DB00497,C0340865
DB00497,C0002994
DB00497,C0042373
DB00497,C0003578
DB00497,C1971624
DB00497,C0003862
DB00497,C0004093
DB00497,C0004096
DB00497,C0575090
DB00497,C0151824
DB00497,C0020672
DB00497,C0015967
DB00497,C0151825
DB00497,C0428977
DB00497,C0220650
DB00497,C1135120
DB00497,C0006145
DB00497,C0006147
DB00497,C0006277
DB00497,C0006266
DB00497,C0151559
DB00497,C0018799
DB00497,C0018801
DB00497,C0007642
DB00497,C0235710
DB00497,C0008031
DB00497,C0232292
DB00497,C0008039
DB00497,C0085593
DB00497,C0008370
DB00497,C1610069
DB00497,C0009421
DB00497,C0009676
DB00497,C0009782
DB00497,C0009806
DB00497,C0232452
DB00497,C0010520
DB00497,C0232462
DB00497,C0149871
DB00497,C0011175
DB00497,C0740411
DB00497,C0278080
DB00497,C0278079
DB00497,C0549249
DB00497,C0011603
DB00497,C0011606
DB00497,C0011991
DB00497,C0234215
DB00497,C0242656
DB00497,C0233407
DB00497,C0013146
DB00497,C0687133
DB00497,C0013220
DB00497,C0152128
DB00497,C0043352
DB00497,C0239233
DB00497,C0014130
DB00497,C0014591
DB00497,C0235146
DB00497,C0015397
DB00497,C0542571
DB00497,C0015734
DB00497,C0015672
DB00497,C1443060
DB00497,C0016204
DB00497,C0268000
DB00497,C0235318
DB00497,C0017152
DB00497,C0017178
DB00497,C0151603
DB00497,C0017574
DB00497,C0018099
DB00497,C0018965
DB00497,C0518015
DB00497,C0018524
DB00497,C0018674
DB00497,C0018681
DB00497,C0235996
DB00497,C0019158
DB00497,C0019521
DB00497,C0020453
DB00497,C0020437
DB00497,C0020456
DB00497,C0424295
DB00497,C0020429
DB00497,C0020517
DB00497,C0026826
DB00497,C0020578
DB00497,C0020580
DB00497,C0020615
DB00497,C0086439
DB00497,C0020649
DB00497,C0857353
DB00497,C0413252
DB00497,C2047937
DB00497,C0021053
DB00497,C0522063
DB00497,C0021141
DB00497,C0232461
DB00497,C0851341
DB00497,C0917801
DB00497,C0162316
DB00497,C0022107
DB00497,C0022904
DB00497,C0423153
DB00497,C0152227
DB00497,C0023066
DB00497,C0023530
DB00497,C0220870
DB00497,C0041657
DB00497,C0024115
DB00497,C0497156
DB00497,C0231218
DB00497,C0162429
DB00497,C0025061
DB00497,C0004936
DB00497,C0149931
DB00497,C0085633
DB00497,C0235086
DB00497,C0026837
DB00497,C0026825
DB00497,C0231530
DB00497,C0948594
DB00497,C0026961
DB00497,C0027441
DB00497,C0027497
DB00497,C0007859
DB00497,C0013604
DB00497,C0085649
DB00497,C0020651
DB00497,C0030193
DB00497,C0853946
DB00497,C0030232
DB00497,C0030252
DB00497,C0948179
DB00497,C0033774
DB00497,C2004489
DB00497,C0235063
DB00497,C0035204
DB00497,C0232602
DB00497,C1260880
DB00497,C0243026
DB00497,C0036974
DB00497,C0037199
DB00497,C0037274
DB00497,C2830004
DB00497,C0235360
DB00497,C0037822
DB00497,C0038362
DB00497,C0740858
DB00497,C0039240
DB00497,C0038990
DB00497,C0038999
DB00497,C0039231
DB00497,C0233494
DB00497,C0233632
DB00497,C0040046
DB00497,C0040434
DB00497,C0235194
DB00497,C0040822
DB00497,C0178298
DB00497,C0427108
DB00497,C0041969
DB00497,C0080274
DB00497,C0042075
DB00497,C0042029
DB00497,C0231365
DB00497,C0042109
DB00497,C0040210
DB00497,C0042401
DB00497,C0042514
DB00497,C0042571
DB00497,C0043096
DB00497,C0043144
DB00497,C0087169
DB00497,C0043387
DB01192,C0000737
DB01192,C0150450
DB01192,C0042373
DB01192,C0003578
DB01192,C0004093
DB01192,C0004144
DB01192,C0151824
DB01192,C0015967
DB01192,C0428977
DB01192,C0006266
DB01192,C0596240
DB01192,C0018799
DB01192,C0008031
DB01192,C0150055
DB01192,C0009676
DB01192,C0009806
DB01192,C0232462
DB01192,C0011175
DB01192,C0549249
DB01192,C0011603
DB01192,C0011991
DB01192,C0012569
DB01192,C0233407
DB01192,C0013146
DB01192,C0687133
DB01192,C0043352
DB01192,C0235146
DB01192,C0015397
DB01192,C0015672
DB01192,C1443060
DB01192,C0549209
DB01192,C0016204
DB01192,C0017178
DB01192,C0018524
DB01192,C0018674
DB01192,C0018681
DB01192,C0600142
DB01192,C0020517
DB01192,C0020538
DB01192,C0020649
DB01192,C0857353
DB01192,C0021053
DB01192,C0917801
DB01192,C0023066
DB01192,C0041657
DB01192,C0024115
DB01192,C0162429
DB01192,C0025061
DB01192,C0233794
DB01192,C0236075
DB01192,C0004936
DB01192,C0856054
DB01192,C0027497
DB01192,C0013604
DB01192,C0028961
DB01192,C0020651
DB01192,C0030193
DB01192,C0030252
DB01192,C0032326
DB01192,C0033774
DB01192,C0235063
DB01192,C0231837
DB01192,C0036974
DB01192,C0037274
DB01192,C2830004
DB01192,C0392162
DB01192,C0700590
DB01192,C0151602
DB01192,C0039231
DB01192,C0233494
DB01192,C0178298
DB01192,C0041969
DB01192,C0152032
DB01192,C0080274
DB01192,C0042075
DB01192,C0042109
DB01192,C0042571
DB01192,C0344232
DB01192,C0547030
DB01192,C0043096
DB05508,C0000729
DB05508,C0000737
DB05508,C0232492
DB05508,C0234458
DB05508,C0000814
DB05508,C0234238
DB05508,C0948089
DB05508,C0236663
DB05508,C0001973
DB05508,C0002170
DB05508,C0002792
DB05508,C0002994
DB05508,C0042373
DB05508,C0549259
DB05508,C1971624
DB05508,C0003621
DB05508,C0003862
DB05508,C0151904
DB05508,C0004093
DB05508,C0004238
DB05508,C0857051
DB05508,C0549405
DB05508,C0015967
DB05508,C0085129
DB05508,C0006277
DB05508,C0018799
DB05508,C0018802
DB05508,C0007642
DB05508,C1290398
DB05508,C0149642
DB05508,C0235710
DB05508,C0008031
DB05508,C0232292
DB05508,C0085593
DB05508,C0008350
DB05508,C0009676
DB05508,C0009763
DB05508,C0009782
DB05508,C0009806
DB05508,C0026821
DB05508,C0860945
DB05508,C0010399
DB05508,C0232462
DB05508,C0149871
DB05508,C0011175
DB05508,C0002395
DB05508,C0524662
DB05508,C0344315
DB05508,C0011603
DB05508,C0011991
DB05508,C0234215
DB05508,C0233407
DB05508,C0152128
DB05508,C0043352
DB05508,C1527344
DB05508,C0234047
DB05508,C0455769
DB05508,C1527407
DB05508,C0014591
DB05508,C0235146
DB05508,C0426623
DB05508,C0015376
DB05508,C0015397
DB05508,C0542571
DB05508,C0015672
DB05508,C1443060
DB05508,C0016204
DB05508,C0948396
DB05508,C0151662
DB05508,C0017178
DB05508,C0017181
DB05508,C2697368
DB05508,C0239783
DB05508,C0019112
DB05508,C0018524
DB05508,C0018681
DB05508,C0018839
DB05508,C0018843
DB05508,C0235996
DB05508,C0019158
DB05508,C0235378
DB05508,C0019345
DB05508,C0019825
DB05508,C0600142
DB05508,C0424295
DB05508,C0020517
DB05508,C0020538
DB05508,C0043117
DB05508,C2047937
DB05508,C0021053
DB05508,C0232461
DB05508,C0241379
DB05508,C0851341
DB05508,C0521508
DB05508,C0151698
DB05508,C0521509
DB05508,C0151828
DB05508,C0852995
DB05508,C0863083
DB05508,C0917801
DB05508,C0007766
DB05508,C0022107
DB05508,C0948008
DB05508,C0162298
DB05508,C0549373
DB05508,C0041657
DB05508,C0497156
DB05508,C0231218
DB05508,C0162429
DB05508,C0025061
DB05508,C0236075
DB05508,C0004936
DB05508,C0149931
DB05508,C0026837
DB05508,C0080194
DB05508,C0231530
DB05508,C0948594
DB05508,C0948525
DB05508,C0027424
DB05508,C0027441
DB05508,C0027497
DB05508,C0027540
DB05508,C0028259
DB05508,C0013604
DB05508,C0341012
DB05508,C2363730
DB05508,C0030193
DB05508,C0030196
DB05508,C0030252
DB05508,C0001339
DB05508,C0086769
DB05508,C0858635
DB05508,C0031542
DB05508,C0032961
DB05508,C0033774
DB05508,C0034150
DB05508,C0035302
DB05508,C1322281
DB05508,C1260880
DB05508,C0424790
DB05508,C0549622
DB05508,C0036974
DB05508,C0152029
DB05508,C0037195
DB05508,C0037199
DB05508,C0037274
DB05508,C0920289
DB05508,C2830004
DB05508,C0221758
DB05508,C0424000
DB05508,C0038661
DB05508,C0038663
DB05508,C0700590
DB05508,C0038999
DB05508,C0039231
DB05508,C0234233
DB05508,C0233494
DB05508,C0233632
DB05508,C0242429
DB05508,C0518988
DB05508,C0040460
DB05508,C0040822
DB05508,C0041582
DB05508,C0178298
DB05508,C0235309
DB05508,C0042029
DB05508,C0042109
DB05508,C0042487
DB05508,C0344232
DB05508,C0043096
DB05508,C0750426
DB05508,C0087169
DB05508,C0043387
DB01229,C0000737
DB01229,C0232492
DB01229,C0948089
DB01229,C0023467
DB01229,C0001418
DB01229,C0002170
DB01229,C0002418
DB01229,C0002871
DB01229,C0002792
DB01229,C0002994
DB01229,C0042373
DB01229,C0003811
DB01229,C0003862
DB01229,C0003962
DB01229,C0151904
DB01229,C0004093
DB01229,C0004134
DB01229,C0004238
DB01229,C0004245
DB01229,C1292769
DB01229,C0852911
DB01229,C0311468
DB01229,C0018939
DB01229,C0595877
DB01229,C0015967
DB01229,C0005940
DB01229,C0151825
DB01229,C0428977
DB01229,C0006145
DB01229,C0006277
DB01229,C0267537
DB01229,C0006840
DB01229,C0018799
DB01229,C0018801
DB01229,C0018802
DB01229,C0878544
DB01229,C0860239
DB01229,C0007642
DB01229,C0038454
DB01229,C0235710
DB01229,C0008031
DB01229,C0008035
DB01229,C0085593
DB01229,C0008311
DB01229,C0162529
DB01229,C0009676
DB01229,C0009763
DB01229,C0009782
DB01229,C0009806
DB01229,C0026821
DB01229,C0010709
DB01229,C0024440
DB01229,C0232462
DB01229,C0011175
DB01229,C0011603
DB01229,C0011606
DB01229,C0011991
DB01229,C0234215
DB01229,C0042790
DB01229,C0013182
DB01229,C0687133
DB01229,C0314719
DB01229,C0043352
DB01229,C0235234
DB01229,C1527344
DB01229,C0013456
DB01229,C0522055
DB01229,C0151613
DB01229,C0342579
DB01229,C0013922
DB01229,C1306587
DB01229,C0014591
DB01229,C0041834
DB01229,C0014742
DB01229,C0340464
DB01229,C0015376
DB01229,C0015397
DB01229,C0235266
DB01229,C0151827
DB01229,C0022281
DB01229,C0015672
DB01229,C0746883
DB01229,C1443060
DB01229,C0016204
DB01229,C0268000
DB01229,C0026946
DB01229,C0151662
DB01229,C0017178
DB01229,C0750016
DB01229,C0239739
DB01229,C0014549
DB01229,C0239783
DB01229,C0744727
DB01229,C0018965
DB01229,C0518015
DB01229,C0019061
DB01229,C0019079
DB01229,C0018681
DB01229,C0019825
DB01229,C0600142
DB01229,C0020453
DB01229,C0020456
DB01229,C0795692
DB01229,C0392676
DB01229,C0020517
DB01229,C0020538
DB01229,C0026826
DB01229,C0020580
DB01229,C0521592
DB01229,C0020615
DB01229,C0086439
DB01229,C0151723
DB01229,C0085682
DB01229,C0020649
DB01229,C0857353
DB01229,C2047937
DB01229,C0021053
DB01229,C0021051
DB01229,C0021308
DB01229,C0851341
DB01229,C0392171
DB01229,C0221714
DB01229,C0917801
DB01229,C0206061
DB01229,C0948008
DB01229,C0152227
DB01229,C0549373
DB01229,C0242698
DB01229,C0023530
DB01229,C0220870
DB01229,C0041657
DB01229,C0024236
DB01229,C0024312
DB01229,C0271051
DB01229,C0271321
DB01229,C0231218
DB01229,C0346647
DB01229,C0162429
DB01229,C0025061
DB01229,C0236075
DB01229,C0004936
DB01229,C0085633
DB01229,C0948594
DB01229,C0026858
DB01229,C0026986
DB01229,C0151744
DB01229,C0234909
DB01229,C0221345
DB01229,C0027339
DB01229,C0027424
DB01229,C0231919
DB01229,C0027441
DB01229,C0027497
DB01229,C0007859
DB01229,C0151626
DB01229,C0027540
DB01229,C0027651
DB01229,C0595916
DB01229,C0161479
DB01229,C0027813
DB01229,C0235031
DB01229,C0031117
DB01229,C0400823
DB01229,C0343387
DB01229,C0013604
DB01229,C0085649
DB01229,C0014868
DB01229,C0029118
DB01229,C0006849
DB01229,C0221776
DB01229,C2363730
DB01229,C0020651
DB01229,C0235280
DB01229,C0030193
DB01229,C0030196
DB01229,C0241136
DB01229,C0030252
DB01229,C0235974
DB01229,C0030305
DB01229,C0001339
DB01229,C0030312
DB01229,C0235025
DB01229,C0151313
DB01229,C0858635
DB01229,C0031542
DB01229,C0085635
DB01229,C0549567
DB01229,C0032326
DB01229,C0042023
DB01229,C0085602
DB01229,C0033774
DB01229,C0475858
DB01229,C1257843
DB01229,C0524702
DB01229,C0206063
DB01229,C1720798
DB01229,C0497365
DB01229,C0221201
DB01229,C0423791
DB01229,C0267596
DB01229,C0427457
DB01229,C0332575
DB01229,C0035078
DB01229,C0035243
DB01229,C1260880
DB01229,C0424790
DB01229,C0235068
DB01229,C0011644
DB01229,C0243026
DB01229,C0036974
DB01229,C0085610
DB01229,C0152029
DB01229,C0039239
DB01229,C0037199
DB01229,C0037274
DB01229,C1167791
DB01229,C0037299
DB01229,C2830004
DB01229,C0149782
DB01229,C0038325
DB01229,C0038362
DB01229,C0039240
DB01229,C0700590
DB01229,C0038999
DB01229,C0151602
DB01229,C0024141
DB01229,C0039231
DB01229,C0234233
DB01229,C0233494
DB01229,C0233632
DB01229,C0242429
DB01229,C0040046
DB01229,C0040053
DB01229,C0267412
DB01229,C0034155
DB01229,C0494475
DB01229,C0007787
DB01229,C0040822
DB01229,C0178298
DB01229,C0041969
DB01229,C0042024
DB01229,C0042075
DB01229,C0042029
DB01229,C0042109
DB01229,C0919980
DB01229,C0042487
DB01229,C0151636
DB01229,C0042514
DB01229,C0042571
DB01229,C0344232
DB01229,C0547030
DB01229,C0042900
DB01229,C0751576
DB01229,C0043096
DB01229,C0043144
DB01267,C0000737
DB01267,C0232492
DB01267,C0392702
DB01267,C0702166
DB01267,C0001418
DB01267,C0001824
DB01267,C0085623
DB01267,C0002170
DB01267,C0150450
DB01267,C0002453
DB01267,C0002871
DB01267,C0002792
DB01267,C0002994
DB01267,C0042373
DB01267,C0234022
DB01267,C0003862
DB01267,C0151904
DB01267,C0004093
DB01267,C0004158
DB01267,C0004238
DB01267,C0004245
DB01267,C0575090
DB01267,C0232849
DB01267,C0005747
DB01267,C0233469
